ZA_ZAPIS_ID,ZA_RO_ROK,ZA_DZ_DZIAL1_ID,DZ_NAZWA,ZA_TYTUL,ZA_TYTUL_CALOSCI,ZA_TE_TEATR_ID,TE_NAZWA,ZA_OPIS_WSPOLTWORCOW,ZA_NAZWA_ADAPT_DZIELA,ZA_OPIS_ADAPT_DZIELA,ZA_ADNOTACJE,tytul_clean,data_premiery,uwagi
14312,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Marzyciele. Prem. 1988,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Tł. Maria Kurecka. Oprac. tekstu i reż.: Krystian Lupa,,,,Marzyciele,1988.0,
17798,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kaczo. Prem. 1988,,101,Teatr Nowy im. G. Morcinka,Reż. Łukasz Ratajczak,,,,Kaczo,1988.0,
15147,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kobieta z prowincji. Prem. 1988,,848,Teatr im. J. Słowackiego,Adapt. i reż.: Jan Błeszyński,"Wstań córko, idź ...","Wg pow. Waldemara Siemieńskiego ""Kobieta z prowincji""",,Kobieta z prowincji,1988.0,
14340,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Dolorado. Prem. 1988,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Reż. Kazimierz Borowiec,,,,Dolorado,1988.0,
17821,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kilka ukłuć muchy. Prem. 1988,,102,Teatr Polski*,Reż. aut.,,,,Kilka ukłuć muchy,1988.0,
15152,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Czarujący łajdak. Prem. 1988,,848,Teatr im. J. Słowackiego,Tł. Andrzej Miłosz. Reż. Romana Próchnicka,,,,Czarujący łajdak,1988.0,
14347,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Taniec śmierci. Prem. 1988,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Tł. Zygmunt Łanowski. Reż. Adam Sroka,,,,Taniec śmierci,1988.0,
15156,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Wiosna w ZOO. Prem. 1988,,848,Teatr im. J. Słowackiego,Reż. aut.,,,,Wiosna w ZOO,1988.0,
15164,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Maski. Prem. 1988,,848,Teatr im. J. Słowackiego,"Tł. Joanna Kraczek, Maria Gawdzik. Reż. Włodzimierz Nurkowski",,,,Maski,1988.0,
14353,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Przed sklepem jubilera. Medytacja o sakramencie małżeństwa przechodząca chwilami w dramat. Prem. 1988,,847,Narodowy Stary Teatr im. H. Modrzejewskiej (do 2001: Stary Teatr im. H. Modrzejewskiej),Reż. Anna Polony,,,,Przed sklepem jubilera. Medytacja o sakramencie małżeństwa przechodząca chwilami w dramat,1988.0,
17842,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Ubu król. Prem. 1988,,102,Teatr Polski*,Tł. Tadeusz Boy-Żeleński.  Reż. Wiesław Górski,,,,Ubu król,1988.0,
14361,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",[Dziś są moje urodziny] Aujourd'hui c'est mon anniversaire. Prem. 1988,,945,"Teatr ""Cricot 2""",Reż. aut.,,,,[Dziś są moje urodziny] Aujourd'hui c'est mon anniversaire,1988.0,
14364,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Nigdy tu już nie powrócę. Prem. 1988,,945,"Teatr ""Cricot 2""",Reż. aut.,,,,Nigdy tu już nie powrócę,1988.0,
17868,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Szelmostwa Skapena. Prem. 1988,,102,Teatr Polski*,Tł. Tadeusz Boy-Żeleński. Teksty piosenek: Józef Ratajczak. Reż Leszek Czarnota,,,,Szelmostwa Skapena,1988.0,
17880,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kurka wodna. Prem. 1988,,102,Teatr Polski*,Reż. Janusz Nyczak,,,,Kurka wodna,1988.0,
17890,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Damy i huzary. Prem. 1988,,2081,Teatr Powszechny im. J. Kochanowskiego*,Reż. Krzysztof Szuster,,,,Damy i huzary,1988.0,
17901,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Gałązka rozmarynu. Prem. 1988,,2081,Teatr Powszechny im. J. Kochanowskiego*,Reż. Zygmunt Wojdan,,,,Gałązka rozmarynu,1988.0,
17910,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Szewcy. Prem. 1988,,2081,Teatr Powszechny im. J. Kochanowskiego*,Reż. Zygmunt Wojdan,,,,Szewcy,1988.0,
17931,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Gwiazduś. Prem. 1988,,2081,Teatr Powszechny im. J. Kochanowskiego*,Reż. Jerzy Stępkowski,,"Wg noweli Oskara Wilde'a ""The Star-Child""",,Gwiazduś,1988.0,
17969,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Łaźnia rzymska. Prem. 1988,,2081,Teatr Powszechny im. J. Kochanowskiego*,Tł. Hanna Karpińska. Reż. Jerzy Wasiuczyński,,,,Łaźnia rzymska,1988.0,
17975,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Moralność pani Dulskiej. Prem. 1988,,2081,Teatr Powszechny im. J. Kochanowskiego*,Reż. Maria Kaniewska,,,,Moralność pani Dulskiej,1988.0,
17981,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Stara kobieta wysiaduje. Prem. 1988,,104,Teatr Studio im. St. I. Witkiewicza (d. Centrum Sztuki Studio im. S.I. Witkiewicza - Teatr. Galeria),"Oprac. Irena Jun, Marek Chojnacki. Reż. Marek Chojnacki",,,,Stara kobieta wysiaduje,1988.0,
17999,1988,449,"Teatry od 1945 r. (omówienia, repertuar)","""Usta milczą, dusza śpiewa ..."" na motywach operetek Franza Lehara i Imre Kalmana. Prem. 1988",,104,Teatr Studio im. St. I. Witkiewicza (d. Centrum Sztuki Studio im. S.I. Witkiewicza - Teatr. Galeria),Sc. i reż.: Jerzy Grzegorzewski,,,,"""Usta milczą, dusza śpiewa ..."" na motywach operetek Franza Lehara i Imre Kalmana",1988.0,
17202,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Wędrowny teatr Sopalovicia. Prem. 1988,,84,Teatr Nowy im. T. Łomnickiego (do 2002: Teatr Nowy),Tł. Dorota Jovanka Cirlić. Reż. zespołowa,,,,Wędrowny teatr Sopalovicia,1988.0,
18014,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kabaret Kici Koci. Prem. 1988,,888,Teatr Ateneum im. S. Jaracza,Reż. Tadeusz Słobodzianek,,,,Kabaret Kici Koci,1988.0,
18017,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Godzina prawdy. Prem. 1988,,888,Teatr Ateneum im. S. Jaracza,Reż. Zdzisław Tobiasz,,,,Godzina prawdy,1988.0,
17210,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Bonjour Marcel D. Prem. 1988,,84,Teatr Nowy im. T. Łomnickiego (do 2002: Teatr Nowy),Reż. Lucyna Mielcarek,,,,Bonjour Marcel D,1988.0,
17216,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Horsztyński. Prem. 1988,,84,Teatr Nowy im. T. Łomnickiego (do 2002: Teatr Nowy),Reż. Włodzimierz Nurkowski,,,,Horsztyński,1988.0,
17226,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Jaja jak berety. Prem. 1988,,84,Teatr Nowy im. T. Łomnickiego (do 2002: Teatr Nowy),Reż. Jerzy Hutek,,,,Jaja jak berety,1988.0,
17227,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Cmentarze. Prem. 1988,,84,Teatr Nowy im. T. Łomnickiego (do 2002: Teatr Nowy),Reż. Izabella Cywińska,,,,Cmentarze,1988.0,
17236,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Opłatki polskie. Prem. 1988,,101,Teatr Nowy im. G. Morcinka,Reż. Jan Skotnicki,,,,Opłatki polskie,1988.0,
17239,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Burza w teatrze Gogo. Prem. 1988,,84,Teatr Nowy im. T. Łomnickiego (do 2002: Teatr Nowy),Reż. aut.,,,,Burza w teatrze Gogo,1988.0,
15426,1988,449,"Teatry od 1945 r. (omówienia, repertuar)","Szkoda, że jest nierządnicą. Prem. 1988",,848,Teatr im. J. Słowackiego,Tł. Ludmiła Marjańska. Reż. Włodzimierz Nurkowski,,,,"Szkoda, że jest nierządnicą",1988.0,
15440,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Niebezpieczne związki. Prem. 1988,,848,Teatr im. J. Słowackiego,Tł. Piotr Szymanowski. Reż. Włodzimierz Nurkowski,,,,Niebezpieczne związki,1988.0,
15443,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Labirynt. Prem. 1988,,6402,"Krakowski Teatr Scena Stu (do 1997: Teatr ""Stu"")",Tł. Sonia Lachowolska. Reż. Angel Berenguer,,,,Labirynt,1988.0,
15473,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kto się boi Wirginii Woolf?. Prem. 1988,,6402,"Krakowski Teatr Scena Stu (do 1997: Teatr ""Stu"")",Tł. Krystyna Jurasz-Dąmbska. Reż. Mikołaj Grabowski,,,,Kto się boi Wirginii Woolf?,1988.0,
15485,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kolacja na cztery ręce. Prem. 1988,,6402,"Krakowski Teatr Scena Stu (do 1997: Teatr ""Stu"")",Tł. Jacek Stanisław Buras. Reż. Krzysztof Jasiński,,,,Kolacja na cztery ręce,1988.0,
15495,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Józef i jego bracia. Prem. 1988,,6402,"Krakowski Teatr Scena Stu (do 1997: Teatr ""Stu"")",Adapt. i reż.: Anna Lutosławska,Putyfara,,,Józef i jego bracia,1988.0,
15498,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Wielki Fryderyk. Prem. 1988,,6402,"Krakowski Teatr Scena Stu (do 1997: Teatr ""Stu"")",Adapt. i reż.: Jan Nowak,Lekcja pruskiego,,,Wielki Fryderyk,1988.0,
15509,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kur zapiał II. Prem. 1988,,6402,"Krakowski Teatr Scena Stu (do 1997: Teatr ""Stu"")",Libretto i reż.: Krzysztof Jasiński,,"Wg poematu Wiesława Dymnego ""Polski szynkwas żydowski""",,Kur zapiał II,1988.0,
15541,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Mandat. Prem. 1988,,852,Teatr im. J. Osterwy,Tł. Rene Śliwowski. Reż. Andrzej Rozhin,,,,Mandat,1988.0,
15511,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Audiencja II. Prem. 1988,,6402,"Krakowski Teatr Scena Stu (do 1997: Teatr ""Stu"")",Oprac. i wyk. Mikołaj Grabowski,,,,Audiencja II,1988.0,
15518,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Audiencja V. Prem. 1988,,6402,"Krakowski Teatr Scena Stu (do 1997: Teatr ""Stu"")",Oprac. Andrzej Grabowski. Współpr. reż.: Mikołaj Grabowski. Wyk. Mikołaj Grabowski,,,,Audiencja V,1988.0,
15531,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Szwajcaria. Prem. 1988,,852,Teatr im. J. Osterwy,Tł. Donka i Andrzej Madejowie. Reż. Georgi Czerkełow,,,,Szwajcaria,1988.0,
15545,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Ławeczka. Prem. 1988,,852,Teatr im. J. Osterwy,Tł. Jerzy Koenig. Reż. Paweł Lizut,,,,Ławeczka,1988.0,
15549,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Dzwony. Prem. 1988,,852,Teatr im. J. Osterwy,Tł. Jerzy Koenig. Reż. Tadeusz Kijowski,,,,Dzwony,1988.0,
15551,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Worek Judaszów. Prem. 1988,,852,Teatr im. J. Osterwy,Reż. aut.,,,,Worek Judaszów,1988.0,
15552,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Gałązka rozmarynu. Prem. 1988,,852,Teatr im. J. Osterwy,Adapt. i reż.: Roman Kordziński,,,,Gałązka rozmarynu,1988.0,
15564,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Samobójca. Prem. 1988,,854,Teatr im. S. Jaracza,Tł. Maryla Masłowska. Reż. Marcel Kochańczyk,,,,Samobójca,1988.0,
15578,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Eskurial. Prem. 1988,,854,Teatr im. S. Jaracza,Tł. Zbigniew Stolarek. Reż. Andrzej Pawłowski,,,,Eskurial,1988.0,
15584,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Niebezpieczne związki. Prem. 1988,,854,Teatr im. S. Jaracza,Tł. Piotr Szymanowski. Reż. Bohdan Hussakowski,,Wg sztuki Piere Choderlos de Laclos,,Niebezpieczne związki,1988.0,
18350,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Samobójca. Prem. 1988,,888,Teatr Ateneum im. S. Jaracza,Tł. Maryla Masłowska. Reż. Andrzej Rozhin,,,,Samobójca,1988.0,
18393,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Madame de Sade. Prem. 1988,,888,Teatr Ateneum im. S. Jaracza,Tł. Stanisław Janicki. Reż. Aleksandra Śląska,,,,Madame de Sade,1988.0,
15641,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",[Dwadzieścia] 20 dni kozy. Prem. 1988,,854,Teatr im. S. Jaracza,Reż. Tadeusz Pawłowicz,,,,[Dwadzieścia] 20 dni kozy,1988.0,
15648,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Monte Cassino. Prem. 1988,,854,Teatr im. S. Jaracza,Sc. i reż.: Paweł Kruk,,,,Monte Cassino,1988.0,
18422,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Ptaki. Prem. 1988,,121,Teatr Dramatyczny m.st. Warszawy im. G. Holoubka,Tł. Artur Sandauer. Reż. Paweł Pochwała,,,,Ptaki,1988.0,
15655,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Czarna dziura. Prem. 1988,,854,Teatr im. S. Jaracza,Tł. Małgorzata Wierzbicka. Reż. Ljubisa Georgievski,,,,Czarna dziura,1988.0,
18437,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Gwiazda za murem. Prem. 1988,,121,Teatr Dramatyczny m.st. Warszawy im. G. Holoubka,Reż. Jan Szurmiej,,,,Gwiazda za murem,1988.0,
15668,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Śledztwo. Prem. 1988,,854,Teatr im. S. Jaracza,Adapt. Zbigniew Maciak. Reż. Maciej Prus,,,,Śledztwo,1988.0,
15688,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Choinka u Iwanowów. Prem. 1988,,854,Teatr im. S. Jaracza,Tł. Natalia i Wiktor Woroszylscy. Reż. Waldemar Zawodziński,,,,Choinka u Iwanowów,1988.0,
15698,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Romanca. Prem. 1988,,84,Teatr Nowy im. T. Łomnickiego (do 2002: Teatr Nowy),Reż. aut.,,,,Romanca,1988.0,
18470,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",[Trzydzieści trzy] 33 omdlenia. Prem.1988,,121,Teatr Dramatyczny m.st. Warszawy im. G. Holoubka,"Tł. Artur Sandauer, Aleksander Wat. Adapt. i reż.: Tadeusz Pawłowicz",,"Wg utworów: ""Oświadczyny"", ""Niedźwiedź"", ""Jubileusz"" i ""Rozmowy o teatrze""",,[Trzydzieści trzy] 33 omdlenia,1988.0,
15701,1988,449,"Teatry od 1945 r. (omówienia, repertuar)","Bestia i piękna, czyli baśń raz jeszcze opowiedziana. Prem. 1988",,84,Teatr Nowy im. T. Łomnickiego (do 2002: Teatr Nowy),Reż. Krzysztof Rogoż,,,,"Bestia i piękna, czyli baśń raz jeszcze opowiedziana",1988.0,
15702,1988,449,"Teatry od 1945 r. (omówienia, repertuar)","Ja, Gombrowicz - seans dramatyczny wg prozy Witolda Gombrowicza. Prem. 1988",,84,Teatr Nowy im. T. Łomnickiego (do 2002: Teatr Nowy),Sc. i reż.: Wojciech Szulczyński,,,,"Ja, Gombrowicz - seans dramatyczny wg prozy Witolda Gombrowicza",1988.0,
15709,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Miejsca teatralne. Prem. 1988,,84,Teatr Nowy im. T. Łomnickiego (do 2002: Teatr Nowy),Sc. i reż.: Remigiusz Caban,,,,Miejsca teatralne,1988.0,
18488,1988,449,"Teatry od 1945 r. (omówienia, repertuar)","Ja, Feuerbach. Prem. 1988",,121,Teatr Dramatyczny m.st. Warszawy im. G. Holoubka,Tł. Jacek Stanisław Buras. Reż. Tadeusz Łomnicki,,,,"Ja, Feuerbach",1988.0,
18520,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Motel. Prem. 1988,,121,Teatr Dramatyczny m.st. Warszawy im. G. Holoubka,Tł. Anna i Edward Rothertowie. Reż. Jan Kulczyński,,,,Motel,1988.0,
18534,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Elegia dla pewnej pani. Coś jakby historia miłosna. Prem. 1988,,121,Teatr Dramatyczny m.st. Warszawy im. G. Holoubka,Tł. Małgorzata Semil. Reż. Philip Boehm,,,,Elegia dla pewnej pani. Coś jakby historia miłosna,1988.0,
18558,1989,449,"Teatry od 1945 r. (omówienia, repertuar)",Kubuś Puchatek. Chatka Puchatka. Prem. 1988,,121,Teatr Dramatyczny m.st. Warszawy im. G. Holoubka,Tł. Irena Tuwim. Adapt. Piotr Szczerski,Być Puchatkiem,,,Kubuś Puchatek. Chatka Puchatka,1988.0,
18572,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Teatr czasów Nerona i Seneki. Prem. 1988,,121,Teatr Dramatyczny m.st. Warszawy im. G. Holoubka,Tł. Grażyna Strumiłło-Miłosz. Reż. Jacek Zembrzuski,,,,Teatr czasów Nerona i Seneki,1988.0,
18578,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Car Mikołaj. Prem. 1988,,121,Teatr Dramatyczny m.st. Warszawy im. G. Holoubka,Reż. Maciej Prus,,,,Car Mikołaj,1988.0,
18579,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Maskarada. Prem. 1988,,141,Teatr Narodowy,"Tł., oprac. i reż.: Krystyna Skuszanka",,,,Maskarada,1988.0,
83147,1989,449,"Teatry od 1945 r. (omówienia, repertuar)","Hej, kolęda, kolęda. Prem. 1989",,1202,Inne,Muz.: Teresa Niewiarowska. Reż. Mieczysław Gajda,,,,"Hej, kolęda, kolęda",1989.0,
19110,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Łaźnia. Prem. 1988,,141,Teatr Narodowy,Tł. Artur Sandauer. Oprac. tekstu i reż.: Bohdan Cybulski,,,,Łaźnia,1988.0,
19127,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",I koń się potknie. Prem. 1988,,141,Teatr Narodowy,Tł. Jerzy Jędrzejewicz. Oprac. tekstu i reż.: Maciej Z.Bordowicz,,,,I koń się potknie,1988.0,
19130,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Dzieci Arbatu. Prem. 1988,,141,Teatr Narodowy,Adapt. Siergiej Kokowkin. Tł. Gracjanna Miller-Zielińska. Oprac. i reż.: Jerzy Krasowski,,,,Dzieci Arbatu,1988.0,
19134,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Pastorałka (Misterium ludowe). Prem. 1988,,141,Teatr Narodowy,Reż. Barbara Fijewska,,,,Pastorałka (Misterium ludowe),1988.0,
19138,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Noc iguany. Prem. 1988,,141,Teatr Narodowy,Tł. Krzysztof Zarzecki. Reż. Waldemar Matuszewski,,,,Noc iguany,1988.0,
19143,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Moralność pani Dulskiej. Prem. 1988,,141,Teatr Narodowy,Reż. Krzysztof Chamiec,,,,Moralność pani Dulskiej,1988.0,
19159,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Sztuka konwersacji. Prem. 1988,,894,Teatr Polski**,Reż. Andrzej Łapicki,,,,Sztuka konwersacji,1988.0,
19161,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Zemsta. Prem. 1988,,894,Teatr Polski**,Reż. Kazimierz Dejmek,,,,Zemsta,1988.0,
19168,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Drzewo. Prem. 1988,,894,Teatr Polski**,Reż. Kazimierz Dejmek,,,,Drzewo,1988.0,
19199,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Lokaj. Prem. 1988,,894,Teatr Polski**,Reż. Andrzej Łapicki,,,,Lokaj,1988.0,
19222,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Adwokat i róże. Prem. 1988,,894,Teatr Polski**,Reż. Jan Bratkowski,,,,Adwokat i róże,1988.0,
19228,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Śmierć Dantona. Prem. 1988,,382,Teatr Polski,Tł. Wilam Horzyca i Ryszard Ziobro. Oprac. i reż.: Jacek Bunsch,,,,Śmierć Dantona,1988.0,
19235,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Mąż i żona. Prem. 1988,,382,Teatr Polski,Reż. Igor Przegrodzki,,,,Mąż i żona,1988.0,
19239,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Niebezpieczne związki. Prem. 1988,,382,Teatr Polski,Tł. Piotr Szymanowski. Reż. Jan Buchwald,,Wg pow. Pierre Francois Choderlos de Laclos,,Niebezpieczne związki,1988.0,
20108,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Sie kochamy. Prem. 1988,,241,Bałtycki Teatr Dramatyczny im. J. Słowackiego,Tł. Adam Tarn. Reż. Wiesław Nowosielski,,,,Sie kochamy,1988.0,
20111,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Mazepa. Prem. 1988,,241,Bałtycki Teatr Dramatyczny im. J. Słowackiego,Reż. Andrzej Maria Marczewski,,,,Mazepa,1988.0,
20124,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Teatr Profesora Tutki. Prem. 1988,,241,Bałtycki Teatr Dramatyczny im. J. Słowackiego,Adapt. i reż.: Wiesław Nowicki,,,,Teatr Profesora Tutki,1988.0,
19597,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Samobójca. Prem. 1988,,907,Teatr Współczesny im. E. Wiercińskiego,Tł. Maryla Masłowska. Reż. Jerzy Jarocki,,,,Samobójca,1988.0,
19603,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Jasełka '87 (Ach ubogi żłobie). Prem. 1988,,907,Teatr Współczesny im. E. Wiercińskiego,Reż. Maciej Domański,,,,Jasełka '87 (Ach ubogi żłobie),1988.0,
20131,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Pożarcie królewny Bluetki. Prem. 1988,,241,Bałtycki Teatr Dramatyczny im. J. Słowackiego,Reż. Jan Stępniak,,,,Pożarcie królewny Bluetki,1988.0,
19610,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Król siedmiodniowy. KPrem. 1988,,202,Wrocławski Teatr Pantomimy,Sc. i reż.: Henryk Tomaszewski,,,,Król siedmiodniowy. KPrem. 1988,1988.0,
19617,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Boso w Atenach. Prem. 1988,,839,Teatr im. W. Bogusławskiego,Tł. Teresa Pyzik. Reż. Waldemar Wilhelm,,,,Boso w Atenach,1988.0,
19630,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Adam Asnyk (Studium portretowe). Prem. 1988,,839,Teatr im. W. Bogusławskiego,"Sc. Ryszard Bieniecki. Muz.: fryderyk Stankiewicz. Reż. Maciej Grzybowski, Jacek Pazdro",,,,Adam Asnyk (Studium portretowe),1988.0,
19637,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Oskarżyciel publiczny. Prem. 1988,,839,Teatr im. W. Bogusławskiego,Tł. Adam Tarn. Reż. Stefan Szaciłowski,,,,Oskarżyciel publiczny,1988.0,
19639,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Komedyja Lopesa starego. Prem. 1988,,839,Teatr im. W. Bogusławskiego,Reż. Marek Chełminiak,,,,Komedyja Lopesa starego,1988.0,
19644,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Omijajcie wyspę Hula. Prem. 1988,,839,Teatr im. W. Bogusławskiego,Adapt. i reż. Jacek Wierzbicki,,"Teksty piosenek: Marek Bartkiewicz, Andrzej Ozga, Marta Tomaszewska",,Omijajcie wyspę Hula,1988.0,
20182,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Iwona księżniczka Burgunda. Prem. 1988,,908,Państwowa Wyższa Szkoła Teatralna im. L. Solskiego,Reż. Jerzy Stuhr,,,,Iwona księżniczka Burgunda,1988.0,
20194,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Krawcy szczęścia. Prem. 1988,,57,"Teatr ""Bagatela"" im. T. Boya-Żeleńskiego",Reż. aut.,,,,Krawcy szczęścia,1988.0,
20196,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Wysocki - ze śmiercią na ty. Prem. 1988,,57,"Teatr ""Bagatela"" im. T. Boya-Żeleńskiego","Tł. wierszy i tekstów: Ziemowit Fedecki, Michał B. Jagiełło, Andrzej Nowak, Ałła Sarachanowa, Wiktor Woroszylski. Reż. aut.",,,,Wysocki - ze śmiercią na ty,1988.0,
20206,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",... Moja miłość. Prem. 1988,,57,"Teatr ""Bagatela"" im. T. Boya-Żeleńskiego",Tł. Hanna Karpińska. Tł. wierszy i piosenek Jacek Bukowski. Reż. Mieczysław Górkiewicz,,,,... Moja miłość,1988.0,
20211,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Uczeń diabła. Prem. 1988,,57,"Teatr ""Bagatela"" im. T. Boya-Żeleńskiego",Tł. Florian Sobieniowski. Reż. Wojciech Ziętarski,,,,Uczeń diabła,1988.0,
20215,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Kandyd czyli optymizm. Prem. 1988,,57,"Teatr ""Bagatela"" im. T. Boya-Żeleńskiego","Tł. Tadeusz Boy-Żeleński. Adapt. Krzysztof Orzechowski, Maciej Wojtyszko. Piosenki: Maciej Wojtyszko. Reż. Krzysztof Orzechowski",,,,Kandyd czyli optymizm,1988.0,
20223,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Dzień gniewu. Prem. 1988,,846,Teatr Ludowy,"Reż. Romana Bobrowska, Henryk Giżycki",,,,Dzień gniewu,1988.0,
20228,1988,449,"Teatry od 1945 r. (omówienia, repertuar)",Opowieść wigilijna. Prem. 1988,,846,Teatr Ludowy,Tł. Krystyna Tarnowska. Adapt. Henryk Giżycki. Reż. Vojo Stankowski,,,,Opowieść wigilijna,1988.0,
